requested_model,brand,model,component_group,component_name,is_pcb_or_board,pcb_type,evidence_count,guide_count,highest_confidence,source_urls
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Power / wireless,Wireless charging coil,False,,56,7,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Battery+Replacement/175800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Earpiece+Speaker+Replacement/175776 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Front+Camera+Replacement/175795 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Rear+Cameras+Replacement/175785 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+and+Battery+Assembly+Replacement/175793 | https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+USB-C+Port+and+Daughterboard+Replacement/175780
Samsung Galaxy S24 Ultra,Samsung,Galaxy S24 Ultra,Sensor,Fingerprint sensor,False,,5,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S24+Ultra+Screen+Replacement/175801
Samsung Galaxy S25,Samsung,Galaxy S25,Audio,Earpiece speaker,False,,76,11,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Motherboard+Replacement/205867 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Earpiece+Speaker+Replacement/206388 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Front+Camera+Replacement/190081 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Logic+Board+Replacement/190079 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Rear+Cameras+Replacement/190077 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Motherboard+Replacement/206311 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Motherboard+Replacement/206389 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Rear+Cameras+Replacement/206390 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797
Samsung Galaxy S25,Samsung,Galaxy S25,Audio,Loudspeaker,False,,163,21,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Battery+Replacement/205871 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Motherboard+Replacement/205867 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++USB-C+Board+Replacement/205800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Battery+Replacement/206387 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Earpiece+Speaker+Replacement/206388 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+5G+mmWave+Antenna+Replacement/190083 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Front+Camera+Replacement/190081 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Logic+Board+Replacement/190079 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Rear+Cameras+Replacement/190077 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+USB%E2%80%91C+Port+Replacement/190064 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Battery+Replacement/206306 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Motherboard+Replacement/206311 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+USB-C+Board+Replacement/206301 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Motherboard+Replacement/206389 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Rear+Cameras+Replacement/206390 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+USB-C+Board+Replacement/206391 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25,Samsung,Galaxy S25,Audio,Microphone,False,,2,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25,Samsung,Galaxy S25,Camera,Front camera,False,,17,7,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Motherboard+Replacement/205867 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Front+Camera+Replacement/190081 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Logic+Board+Replacement/190079 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Rear+Cameras+Replacement/190077 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Motherboard+Replacement/206311 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Motherboard+Replacement/206389 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Rear+Cameras+Replacement/206390
Samsung Galaxy S25,Samsung,Galaxy S25,Camera,Rear camera,False,,38,8,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Motherboard+Replacement/205867 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Logic+Board+Replacement/190079 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Rear+Cameras+Replacement/190077 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Motherboard+Replacement/206311 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Motherboard+Replacement/206389 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Rear+Cameras+Replacement/206390 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797
Samsung Galaxy S25,Samsung,Galaxy S25,Connector,SIM card reader,False,,7,7,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++USB-C+Board+Replacement/205800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+SIM+Card+Tray+Replacement/206299 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+USB-C+Board+Replacement/206301 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+SIM+Card+Tray+Replacement/206392 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+USB-C+Board+Replacement/206391 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+SIM+Card+Tray+Replacement/204769 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25,Samsung,Galaxy S25,Display,Touchscreen digitizer,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25,Samsung,Galaxy S25,Housing,Back cover / rear glass,False,,279,26,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Back+Cover+Replacement/205718 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Battery+Replacement/205871 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Motherboard+Replacement/205867 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++USB-C+Board+Replacement/205800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Back+Cover+Replacement/206386 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Battery+Replacement/206387 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Earpiece+Speaker+Replacement/206388 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+5G+mmWave+Antenna+Replacement/190083 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Back+Cover+Replacement/190024 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Front+Camera+Replacement/190081 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Logic+Board+Replacement/190079 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Rear+Cameras+Replacement/190077 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+USB%E2%80%91C+Port+Replacement/190064 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Back+Cover+Replacement/206212 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Battery+Replacement/206306 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Motherboard+Replacement/206311 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+USB-C+Board+Replacement/206301 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Motherboard+Replacement/206389 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Rear+Cameras+Replacement/206390 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+USB-C+Board+Replacement/206391 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Back+Cover+Replacement/204688 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25,Samsung,Galaxy S25,PCB / board,Charging port board,True,Charging port board,34,6,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++USB-C+Board+Replacement/205800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+USB-C+Board+Replacement/206301 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+USB-C+Board+Replacement/206391 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25,Samsung,Galaxy S25,PCB / board,Daughterboard,True,Daughterboard,3,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+USB%E2%80%91C+Port+Replacement/190064
Samsung Galaxy S25,Samsung,Galaxy S25,PCB / board,Main logic board,True,Main logic board,116,18,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Battery+Replacement/205871 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Motherboard+Replacement/205867 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++USB-C+Board+Replacement/205800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Battery+Replacement/206387 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Earpiece+Speaker+Replacement/206388 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Logic+Board+Replacement/190079 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Rear+Cameras+Replacement/190077 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+USB%E2%80%91C+Port+Replacement/190064 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Battery+Replacement/206306 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Motherboard+Replacement/206311 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+USB-C+Board+Replacement/206301 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Motherboard+Replacement/206389 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Rear+Cameras+Replacement/206390 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+USB-C+Board+Replacement/206391 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797
Samsung Galaxy S25,Samsung,Galaxy S25,PCB / board,RF / antenna board,True,RF / antenna board,5,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25,Samsung,Galaxy S25,Power,Battery,False,,155,27,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Back+Cover+Replacement/205718 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Battery+Replacement/205871 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Motherboard+Replacement/205867 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++USB-C+Board+Replacement/205800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Back+Cover+Replacement/206386 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Battery+Replacement/206387 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Earpiece+Speaker+Replacement/206388 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+5G+mmWave+Antenna+Replacement/190083 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Back+Cover+Replacement/190024 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Front+Camera+Replacement/190081 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Logic+Board+Replacement/190079 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Rear+Cameras+Replacement/190077 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+USB%E2%80%91C+Port+Replacement/190064 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Back+Cover+Replacement/206212 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Battery+Replacement/206306 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Motherboard+Replacement/206311 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+USB-C+Board+Replacement/206301 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Motherboard+Replacement/206389 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Rear+Cameras+Replacement/206390 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+USB-C+Board+Replacement/206391 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Back+Cover+Replacement/204688 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25,Samsung,Galaxy S25,Power / wireless,Wireless charging coil,False,,74,22,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Battery+Replacement/205871 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Motherboard+Replacement/205867 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25++USB-C+Board+Replacement/205800 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Battery+Replacement/206387 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Earpiece+Speaker+Replacement/206388 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+5G+mmWave+Antenna+Replacement/190083 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Back+Cover+Replacement/190024 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Front+Camera+Replacement/190081 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Logic+Board+Replacement/190079 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Rear+Cameras+Replacement/190077 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+USB%E2%80%91C+Port+Replacement/190064 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Battery+Replacement/206306 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Motherboard+Replacement/206311 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+USB-C+Board+Replacement/206301 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Motherboard+Replacement/206389 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Rear+Cameras+Replacement/206390 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+USB-C+Board+Replacement/206391 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25,Samsung,Galaxy S25,Sensor,Ambient light sensor,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25,Samsung,Galaxy S25,Sensor,Barometer,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25,Samsung,Galaxy S25,Sensor,Fingerprint sensor,False,,2,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+USB-C+Board+Replacement/206301
Samsung Galaxy S25,Samsung,Galaxy S25,Sensor,Gyroscope / accelerometer,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25,Samsung,Galaxy S25,Sensor,Magnetometer / compass,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25,Samsung,Galaxy S25,Thermal,Heat spreader / vapor chamber,False,,9,6,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25++Battery+Replacement/205871 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Battery+Replacement/206387 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Logic+Board+Replacement/190079 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Edge+Rear+Cameras+Replacement/190077 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+FE+Battery+Replacement/206306 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Audio,Earpiece speaker,False,,19,3,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Audio,Loudspeaker,False,,40,5,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Audio,Microphone,False,,2,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Camera,Rear camera,False,,2,2,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Connector,SIM card reader,False,,2,2,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+SIM+Card+Tray+Replacement/204769 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Display,Touchscreen digitizer,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Housing,Back cover / rear glass,False,,67,6,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Back+Cover+Replacement/204688 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,PCB / board,Charging port board,True,Charging port board,9,3,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,PCB / board,Main logic board,True,Main logic board,34,4,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,PCB / board,RF / antenna board,True,RF / antenna board,5,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Power,Battery,False,,44,7,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Back+Cover+Replacement/204688 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Power / wireless,Wireless charging coil,False,,30,5,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Earpiece+Speaker+Replacement/204788 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Motherboard+Replacement/204794 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Rear+Cameras+Replacement/204797 | https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+USB-C+Board+Replacement/204766
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Sensor,Ambient light sensor,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Sensor,Barometer,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Sensor,Gyroscope / accelerometer,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Sensor,Magnetometer / compass,False,,1,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Chip+ID/181690
Samsung Galaxy S25 Ultra,Samsung,Galaxy S25 Ultra,Thermal,Heat spreader / vapor chamber,False,,2,1,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S25+Ultra+Battery+Replacement/204790
iPhone 14,Apple,iPhone 14,Audio,Earpiece speaker,False,,55,10,0.8,https://www.ifixit.com/Guide/iPhone+14+Earpiece+Speaker+Replacement/153349 | https://www.ifixit.com/Guide/iPhone+14+Pro+Earpiece+Speaker+Replacement/153345 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005
iPhone 14,Apple,iPhone 14,Audio,Loudspeaker,False,,57,6,0.8,https://www.ifixit.com/Guide/iPhone+14+Loudspeaker+Replacement/152976 | https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005
iPhone 14,Apple,iPhone 14,Audio,Microphone,False,,12,3,0.75,https://www.ifixit.com/Guide/iPhone+14+Plus+Screen+Replacement/153338 | https://www.ifixit.com/Guide/iPhone+14+Screen+Replacement/152975 | https://www.ifixit.com/Guide/iPhone+14+charging+coil+assembly+replacement/176580
